Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
Hemicolectomia derecha,1,1,1,Z9049,Z,False,False,False
Hemicolectomía,1,1,1,Z9049,Z,False,False,False
Hemicolectomía derecha,1,1,1,Z9049,Z,False,False,False
Hemicolectomía izquierda,1,1,1,Z9049,Z,False,False,False
Hemiparesia izquierda,1,1,1,G8194,G,False,False,False
Hemiplejia,1,1,1,34290,3,False,False,False
Hemitiroidectomia parto,1,1,1,64811,6,False,False,False
Hemitiroidectomía izquierdo,1,1,1,062,0,False,False,False
Hemivértebra,1,1,1,Q7649,Q,False,False,False
Hemocromatosis,1,1,1,E83119,E,False,False,False
Hemocultivo,1,1,1,7907,7,False,False,False
Hemodialisis,1,1,1,Z992,Z,False,False,False
Hemofília A grave,1,1,1,D66,D,False,False,False
Hemoglobinopatía,1,1,1,D582,D,False,False,False
Hemoperitoneo,1,1,1,K661,K,False,False,False
Hemoperitoneo postquirúrgico,1,1,1,99811,9,False,False,False
Hemoptisis,1,1,1,R042,R,False,False,False
Hemorragia Postparto,1,1,1,O721,O,False,False,False
Hemorragia digestiva baja,1,1,1,5789,5,False,False,False
Hemorragia posparto,1,1,1,O721,O,False,False,False
Hemorragia post parto,1,1,1,O721,O,False,False,False
Hemorragia post-parto,1,1,1,O721,O,False,False,False
Hemorragia puerperal,1,1,1,O721,O,False,False,False
Hemorragía postparto,1,1,1,O721,O,False,False,False
Hemorriodes,1,1,1,K649,K,False,False,False
Hemorroide pp,1,1,1,O872,O,False,False,False
Hemorroides externas,1,1,1,4553,4,False,False,False
Hemorroides grado IV,1,1,1,K643,K,False,False,False
Hemorroides int,1,1,1,K648,K,False,False,False
Hemorroides pp,1,1,1,O872,O,False,False,False
Hemorroides puerperal,1,1,1,O872,O,False,False,False
Hemorrragia posparto,1,1,1,O721,O,False,False,False
Hepatitis B,1,1,1,Z2251,Z,False,False,False
Hepatitis B cronica,1,1,1,B181,B,False,False,False
Hepatitis B crónica,1,1,1,B181,B,False,False,False
Hepatitis B part,1,1,1,O9842,O,False,False,False
Hepatitis B.,1,1,1,B181,B,False,False,False
Hepatitis C part,1,1,1,B182,B,False,False,False
Hepatitis aguda,1,1,1,5733,5,False,False,False
Hepatitis autoinmune,1,1,1,57142,5,False,False,False
Hepatitis c,1,1,1,07054,0,False,False,False
Hepatoblastoma,1,1,1,1550,1,False,False,False
Hepatomegalia,1,1,1,R160,R,False,False,False
Hepatopatía,1,1,1,K769,K,False,False,False
Hepatopatía alcohólica,1,1,1,5713,5,False,False,False
Hepatopatía congestiva,1,1,1,K761,K,False,False,False
Hepatopatía crónica,1,1,1,K769,K,False,False,False
Hepatopatía enólica,1,1,1,K709,K,False,False,False
Herida labio inferior,1,1,1,87343,8,False,False,False
Hermana Ca de mama,1,1,1,Z803,Z,False,False,False
Hermana Ca mama,1,1,1,Z803,Z,False,False,False
Hermana ca de mama,1,1,1,V163,V,False,False,False
Hermana ca mama,1,1,1,Z803,Z,False,False,False
Hermana: Cancer de ovario,1,1,1,Z8041,Z,False,False,False
Hermana: cáncer de mama,1,1,1,Z803,Z,False,False,False
Hernia Hiato parto,1,1,1,O9962,O,False,False,False
Hernia Inguinal Derecha,1,1,1,K4090,K,False,False,False
Hernia L5-S1,1,1,1,M5127,M,False,False,False
Hernia cervical,1,1,1,M5020,M,False,False,False
Hernia de Hiato,1,1,1,5533,5,False,False,False
Hernia de Hiato.,1,1,1,K449,K,False,False,False
Hernia de Hiato. -,1,1,1,K449,K,False,False,False
Hernia de hiato. -,1,1,1,K449,K,False,False,False
Hernia de hiatus,1,1,1,K449,K,False,False,False
Hernia diafragmatica,1,1,1,K449,K,False,False,False
Hernia diafragmática,1,1,1,5533,5,False,False,False
Hernia diafragmática congénita,1,1,1,Q790,Q,False,False,False
Hernia discal,1,1,1,M519,M,False,False,False
Hernia discal C4-C5,1,1,1,M50221,M,False,False,False
Hernia discal L3-L4,1,1,1,M5126,M,False,False,False
Hernia discal cervical parto,1,1,1,O9989,O,False,False,False
Hernia discal lumbar,1,1,1,M5126,M,False,False,False
Hernia d´hiatus,1,1,1,5533,5,False,False,False
Hernia epigastrica,1,1,1,K439,K,False,False,False
Hernia epigástrica,1,1,1,K439,K,False,False,False
Hernia hiatal,1,1,1,5533,5,False,False,False
Hernia hiato part,1,1,1,O9962,O,False,False,False
Hernia incisional,1,1,1,55321,5,False,False,False
Hernia incisional incarcerada,1,1,1,K430,K,False,False,False
Hernia inguinal derecha,1,1,1,0YU50JZ,0,False,False,False
Hernia inguinal derecha directa,1,1,1,5303,5,False,False,False
Hernia inguinal izquierda incarcerada,1,1,1,55010,5,False,False,False
Hernia inguinalderecha,1,1,1,K4020,K,False,False,False
Hernia lumbar,1,1,1,M5126,M,False,False,False
Hernia umbilical lap,1,1,1,5342,5,False,False,False
Hernia umbilical parto,1,1,1,O9962,O,False,False,False
Hernias discales,1,1,1,M519,M,False,False,False
Hernias discales LUMBAR,1,1,1,M5126,M,False,False,False
Hernioplastia Lichtenstein,1,1,1,0YU50KZ,0,False,False,False
Hernioplastia inguinal derecha con malla,1,1,1,0YU50JZ,0,False,False,False
Hernioplastia inguinal izquierda,1,1,1,0YQ60ZZ,0,False,False,False
Herniorrafia inguinal derecha,1,1,1,5300,5,False,False,False
Herniorrafia inguinal izquierda,1,1,1,5300,5,False,False,False
Herniorrafia umbilical,1,1,1,0WQF0ZZ,0,False,False,False
Herniorrafia umbilical lap,1,1,1,5342,5,False,False,False
Herpes Zoster parto,1,1,1,O9832,O,False,False,False
Herpes corneal,1,1,1,B0052,B,False,False,False
Herpes genital part,1,1,1,O9832,O,False,False,False
Herpes oftálmico,1,1,1,B0050,B,False,False,False
Herpes zoster,1,1,1,B029,B,False,False,False
Hidrocefalia,1,1,1,3314,3,False,False,False
Hidrocefalia congénita,1,1,1,Q038,Q,False,False,False
Hidronefrosi congenita,1,1,1,75329,7,False,False,False
Hidronefrosis,1,1,1,N1330,N,False,False,False
Hidronefrosis congenita,1,1,1,75329,7,False,False,False
Hidronefrosis congénita,1,1,1,75329,7,False,False,False
Hidronefrosis fetal parto,1,1,1,65581,6,False,False,False
Hidronefrosis obstructiva,1,1,1,591,5,False,False,False
Hidrosalpinx,1,1,1,6141,6,False,False,False
Hidrosalpinx bilateral,1,1,1,N7011,N,False,False,False
Hidrosalpinx izquierdo,1,1,1,N7011,N,False,False,False
Hierro,1,1,1,9929,9,False,False,False
Hierro endovenoso,1,1,1,9929,9,False,False,False
Hierroterapia,1,1,1,9929,9,False,False,False
Hija de madre VIH,1,1,1,Z206,Z,False,False,False
Hiper-PTH secundaria,1,1,1,E211,E,False,False,False
Hiperactividad bronquial,1,1,1,51919,5,False,False,False
Hiperactividad del detrusor,1,1,1,N3281,N,False,False,False
HiperaldosteronismO secundario,1,1,1,25514,2,False,False,False
Hiperaldosteronismo,1,1,1,E269,E,False,False,False
Hiperbilirrubinemia,1,1,1,E806,E,False,False,False
Hipercalemia,1,1,1,E875,E,False,False,False
Hipercolesterolema,1,1,1,E7800,E,False,False,False
Hipercolesterolemia familiar,1,1,1,E7801,E,False,False,False
Hipercolesterolemia leve,1,1,1,E7800,E,False,False,False
Hipercolesterolemia pura,1,1,1,E7800,E,False,False,False
Hipercolesterolèmia,1,1,1,E7800,E,False,False,False
Hipercolesterolèmia parto,1,1,1,2720,2,False,False,False
Hipercolesteromia,1,1,1,E7800,E,False,False,False
Hipercolsterolemia,1,1,1,E7800,E,False,False,False
Hiperemesis gravidica,1,1,1,O210,O,False,False,False
Hiperferritinemia,1,1,1,E8319,E,False,False,False
Hiperfibrinolisis,1,1,1,D65,D,False,False,False
Hipergammaglobulinemia policlonal,1,1,1,D890,D,False,False,False
Hiperglicemia dm,1,1,1,25090,2,False,False,False
Hiperglicemias,1,1,1,R739,R,False,False,False
Hiperglucemias,1,1,1,R739,R,False,False,False
Hiperhidratación,1,1,1,9918,9,False,False,False
Hiperhidrosis palmo-plantar,1,1,1,L74512,L,False,False,False
Hiperhidrosis palmoplantar,1,1,1,70521,7,False,False,False
Hiperinsulinismo congénito,1,1,1,2511,2,False,False,False
Hiperlipemia,1,1,1,E785,E,False,False,False
Hiperlipemia mixta,1,1,1,E782,E,False,False,False
Hiperlipidèmia,1,1,1,E785,E,False,False,False
Hiperlipoproteinemia tipo IIb,1,1,1,E782,E,False,False,False
Hiperlordosis lumbar,1,1,1,M4056,M,False,False,False
Hipermenorrea,1,1,1,N920,N,False,False,False
Hipermenorrees,1,1,1,6262,6,False,False,False
Hipernatremia rn,1,1,1,P741,P,False,False,False
Hiperolesterolemia,1,1,1,E7800,E,False,False,False
Hiperoxaluria,1,1,1,E7253,E,False,False,False
Hiperparatirodismo,1,1,1,E213,E,False,False,False
Hiperparatiroidismo parto,1,1,1,E213,E,False,False,False
Hiperparatiroidismo secundario a ERC,1,1,1,N2581,N,False,False,False
Hiperparatiroidismo secundario a déficit de vit D,1,1,1,E211,E,False,False,False
Hiperparatiroidismo secundario a hipovitaminosis D,1,1,1,E211,E,False,False,False
Hiperparatiroidismo secundario renal,1,1,1,N2581,N,False,False,False
Hiperparatiroïdisme,1,1,1,E213,E,False,False,False
Hiperparatiroïdismo,1,1,1,25201,2,False,False,False
Hiperplasia Benigna de Próstata,1,1,1,60020,6,False,False,False
Hiperplasia Benigna de próstata,1,1,1,60000,6,False,False,False
Hiperplasia adenoamigdalar,1,1,1,47410,4,False,False,False
Hiperplasia benigna de prostata,1,1,1,N400,N,False,False,False
Hiperplasia benigna próstata,1,1,1,60020,6,False,False,False
Hiperplasia beningna de prostata,1,1,1,60000,6,False,False,False
Hiperplasia de prostata amb obstruccio urinaria,1,1,1,N401,N,False,False,False
Hiperplasia prostatica benigna,1,1,1,N400,N,False,False,False
Hiperplasia simple sin atipia,1,1,1,N8501,N,False,False,False
Hiperplasia suprarenal congénita,1,1,1,E250,E,False,False,False
Hiperplasia suprarrenal congenita,1,1,1,E250,E,False,False,False
Hiperplasia suprarrenal congénita,1,1,1,E250,E,False,False,False
Hiperpotasemia,1,1,1,2767,2,False,False,False
Hiperprolactinemia part,1,1,1,E221,E,False,False,False
Hiperprolactinemia parto,1,1,1,E221,E,False,False,False
Hiperreactividad bronquial,1,1,1,J9809,J,False,False,False
Hiperreactividad broquial,1,1,1,J9809,J,False,False,False
Hiperreactivitat bronquial,1,1,1,51919,5,False,False,False
Hiperrreactividad bronquial,1,1,1,51919,5,False,False,False
Hipertension,1,1,1,I10,I,False,False,False
Hipertension materna,1,1,1,O133,O,False,False,False
Hipertensió arterial irc,1,1,1,40390,4,False,False,False
Hipertensió pulmonar,1,1,1,I2720,I,False,False,False
Hipertensión,1,1,1,I10,I,False,False,False
Hipertensión Arterial,1,1,1,4019,4,False,False,False
Hipertensión Enfermedad renal crónica,1,1,1,I129,I,False,False,False
Hipertensión Insufiencia renal crónica estadio 3,1,1,1,I129,I,False,False,False
Hipertensión arterial Insuficiencia renal crónica,1,1,1,I129,I,False,False,False
Hipertensión arterial esencial,1,1,1,I10,I,False,False,False
Hipertensión arterial gestacion parto,1,1,1,64231,6,False,False,False
Hipertensión arterial irc,1,1,1,40390,4,False,False,False
Hipertensión arterial irc 5,1,1,1,40391,4,False,False,False
Hipertensión intracraneal benigna,1,1,1,3482,3,False,False,False
Hipertensión irc,1,1,1,N189,N,False,False,False
Hipertensión ocular,1,1,1,36504,3,False,False,False
Hipertensión portal,1,1,1,K766,K,False,False,False
Hipertensión puerperal,1,1,1,O165,O,False,False,False
Hipertensión pulmonar moderada,1,1,1,I2720,I,False,False,False
Hipertensión pulmonar rn,1,1,1,P293,P,False,False,False
Hipertensión pulmonar severa,1,1,1,4168,4,False,False,False
Hipertensión secundaria,1,1,1,40599,4,False,False,False
Hipertiroidismo anteparto,1,1,1,64813,6,False,False,False
Hipertiroidismo primario,1,1,1,E0590,E,False,False,False
Hipertransaminemia,1,1,1,R7401,R,False,False,False
Hipertrigliceridemia parto,1,1,1,O99284,O,False,False,False
Hipertrigliciridemia,1,1,1,E781,E,False,False,False
Hipertrofia aDENOIDE,1,1,1,47412,4,False,False,False
Hipertrofia adenoamigdalar,1,1,1,47410,4,False,False,False
Hipertrofia adenoidea,1,1,1,J352,J,False,False,False
Hipertrofia adenoidea e hipertrofia amigdalar,1,1,1,47410,4,False,False,False
Hipertrofia adenoides,1,1,1,J352,J,False,False,False
Hipertrofia amigdala,1,1,1,47411,4,False,False,False
Hipertrofia amigdalar adenoidea,1,1,1,47410,4,False,False,False
Hipertrofia amigdales,1,1,1,47411,4,False,False,False
Hipertrofia de cornete,1,1,1,J343,J,False,False,False
Hipertrofia de cornetes,1,1,1,J343,J,False,False,False
Hipertrofia prostática,1,1,1,N400,N,False,False,False
Hipertrofia turbinal,1,1,1,J343,J,False,False,False
Hipertrofia ventricular,1,1,1,I517,I,False,False,False
Hipertròfia adenoidea,1,1,1,47412,4,False,False,False
Hipertròfia cornets nasals,1,1,1,4780,4,False,False,False
Hiperuricemia,1,1,1,7906,7,False,False,False
Hiperuricemia asintomática,1,1,1,E790,E,False,False,False
Hiperuricémia,1,1,1,7906,7,False,False,False
Hipervitaminosis D,1,1,1,2784,2,False,False,False
Hipetensión arterial,1,1,1,I10,I,False,False,False
Hipo,1,1,1,R066,R,False,False,False
Hipoacudia neurosensorial bilateral,1,1,1,H903,H,False,False,False
Hipoacusia IZQUIERDA,1,1,1,H9192,H,False,False,False
Hipoacusia OI,1,1,1,H9192,H,False,False,False
Hipoacusia bilateral congénita,1,1,1,H903,H,False,False,False
Hipoacusia derecha,1,1,1,H9191,H,False,False,False
Hipoacusia mixta,1,1,1,38922,3,False,False,False
Hipoacusia neurosensorial,1,1,1,38910,3,False,False,False
Hipoacusia neurosensorial bilateral,1,1,1,H903,H,False,False,False
Hipoacusia severa,1,1,1,H9190,H,False,False,False
Hipoacúsia,1,1,1,H9190,H,False,False,False
Hipoalbuminemia,1,1,1,E8809,E,False,False,False
Hipocalcemia rn,1,1,1,P711,P,False,False,False
Hipocúsia,1,1,1,3899,3,False,False,False
Hipogammaglobulinemia,1,1,1,27900,2,False,False,False
Hipogammaglobulinèmia no familiar,1,1,1,D801,D,False,False,False
Hipoglicemia dm,1,1,1,25080,2,False,False,False
Hipoglucemia,1,1,1,E162,E,False,False,False
Hipoglucemia cetósica,1,1,1,E162,E,False,False,False
Hipoglucemias,1,1,1,2512,2,False,False,False
Hipoglucemias en dm,1,1,1,25080,2,False,False,False
Hipoglucèmia,1,1,1,E162,E,False,False,False
Hiponatremia rn,1,1,1,P744,P,False,False,False
Hipoparatiroidismo parto,1,1,1,E890,E,False,False,False
Hipopotasemia rn,1,1,1,P744,P,False,False,False
Hipoproteinemia,1,1,1,2738,2,False,False,False
Hiportiroidismo parto,1,1,1,2449,2,False,False,False
Hipospadias,1,1,1,Q549,Q,False,False,False
Hipospadias distal,1,1,1,Q542,Q,False,False,False
Hipospàdies,1,1,1,75261,7,False,False,False
Hipotension ortostática,1,1,1,I951,I,False,False,False
Hipotioidismo,1,1,1,E039,E,False,False,False
Hipotirodisimo PARTO,1,1,1,E039,E,False,False,False
Hipotirodismo,1,1,1,E039,E,False,False,False
Hipotirodismo anteparto,1,1,1,64813,6,False,False,False
Hipotirodismo central,1,1,1,E039,E,False,False,False
HipotiroidiSMO PART,1,1,1,O99284,O,False,False,False
Hipotiroididmo part,1,1,1,O99284,O,False,False,False
Hipotiroidisimo part,1,1,1,O99284,O,False,False,False
Hipotiroidisimo parto,1,1,1,E039,E,False,False,False
Hipotiroidisme,1,1,1,E039,E,False,False,False
Hipotiroidisme part,1,1,1,E039,E,False,False,False
Hipotiroidismo 1t,1,1,1,E039,E,False,False,False
Hipotiroidismo 2t,1,1,1,O99282,O,False,False,False
Hipotiroidismo Congénito,1,1,1,243,2,False,False,False
Hipotiroidismo Parto,1,1,1,O99284,O,False,False,False
Hipotiroidismo Tiroidectomía PARTO,1,1,1,E890,E,False,False,False
Hipotiroidismo congénito,1,1,1,E031,E,False,False,False
Hipotiroidismo gestacional,1,1,1,O99284,O,False,False,False
Hipotiroidismo getacional,1,1,1,O99284,O,False,False,False
Hipotiroidismo madre rn,1,1,1,P0089,P,False,False,False
Hipotiroidismo por tiroidectomia,1,1,1,E890,E,False,False,False
Hipotiroidismo postquirurgico,1,1,1,E890,E,False,False,False
Hipotiroidismo postquirúrgico,1,1,1,E890,E,False,False,False
Hipotiroidismo pregestacional,1,1,1,O99284,O,False,False,False
Hipotiroidismo primario autoinmune,1,1,1,E063,E,False,False,False
Hipotiroidismo quirúrgicas parto,1,1,1,O99284,O,False,False,False
Hipotiroidismo quirúrgico parto,1,1,1,O99284,O,False,False,False
Hipotiroidismo qx,1,1,1,E890,E,False,False,False
Hipotiroidismo tras tiroidectomía,1,1,1,E890,E,False,False,False
Hipotiroidsmo part,1,1,1,E039,E,False,False,False
Hipotiroidsmo parto,1,1,1,O99284,O,False,False,False
Hipotiroisdismo,1,1,1,2449,2,False,False,False
Hipotiroisimo parto,1,1,1,O99284,O,False,False,False
Hipotiroïdisme congènit,1,1,1,E031,E,False,False,False
Hipotonía rn,1,1,1,P942,P,False,False,False
Hipotoridismo,1,1,1,E039,E,False,False,False
Hipotoroidismo,1,1,1,E039,E,False,False,False
Hirschsprung,1,1,1,Q431,Q,False,False,False
Histerectomia Total,1,1,1,0UT90ZZ,0,False,False,False
Histerectomia laparoscopia,1,1,1,0UT94ZZ,0,False,False,False
Histerectomia laparoscópica,1,1,1,6841,6,False,False,False
Histerectomia subtotal,1,1,1,6839,6,False,False,False
Histerectomía Vaginal,1,1,1,0UT97ZZ,0,False,False,False
Histerectomía radical lap,1,1,1,6861,6,False,False,False
Histerectomía total LAP,1,1,1,6841,6,False,False,False
Histerectomía total lap,1,1,1,0UT94ZZ,0,False,False,False
Histerectomía total simple via vaginal,1,1,1,0UT97ZZ,0,False,False,False
Histerocele grado III,1,1,1,N813,N,False,False,False
Histeroscopia,1,1,1,0UJD8ZZ,0,False,False,False
Histeroscopia diagnostica,1,1,1,0UJD8ZZ,0,False,False,False
Histeroscopia quirúrgica,1,1,1,0UB98ZZ,0,False,False,False
Histeroscopía Quirúrgica,1,1,1,0UB98ZZ,0,False,False,False
Historia ca Vesical,1,1,1,Z8551,Z,False,False,False
Historia ca mama,1,1,1,Z853,Z,False,False,False
Historia de ACV,1,1,1,Z8673,Z,False,False,False
Historia de ACVA,1,1,1,Z8673,Z,False,False,False
Historia de Ablación cardíaca,1,1,1,Z8679,Z,False,False,False
Historia de Adenocarcinoma de próstata,1,1,1,Z8546,Z,False,False,False
Historia de Astrocitoma,1,1,1,Z85841,Z,False,False,False
Historia de CARCINOMA BASOCELULAR EN MEJILLA IZQUIERDA,1,1,1,Z85828,Z,False,False,False
Historia de COVID,1,1,1,Z8616,Z,False,False,False
Historia de Ca espinocelular,1,1,1,Z85828,Z,False,False,False
Historia de Cancer de mama,1,1,1,Z853,Z,False,False,False
Historia de Carcinoma de cèl·lules basals de pell,1,1,1,Z85828,Z,False,False,False
Historia de Carcinoma de mama derecha,1,1,1,Z853,Z,False,False,False
Historia de Cáncer de mama,1,1,1,Z853,Z,False,False,False
Historia de Cáncer de vejiga,1,1,1,Z8551,Z,False,False,False
Historia de Cólicos renales,1,1,1,Z87442,Z,False,False,False
Historia de Cólicos renales de repetición,1,1,1,Z87442,Z,False,False,False
Historia de FRACTURA,1,1,1,Z8781,Z,False,False,False
Historia de FX,1,1,1,Z8781,Z,False,False,False
Historia de Fumadora,1,1,1,Z87891,Z,False,False,False
Historia de Fx,1,1,1,Z8781,Z,False,False,False
Historia de Hemitiroidectomia,1,1,1,Z8639,Z,False,False,False
Historia de IAM,1,1,1,I252,I,False,False,False
Historia de Infarto cerebral,1,1,1,Z8673,Z,False,False,False
Historia de Infarto lacunar,1,1,1,Z8673,Z,False,False,False
Historia de LITIASIS RENAL,1,1,1,Z87442,Z,False,False,False
Historia de Linfoma,1,1,1,Z8572,Z,False,False,False
Historia de Litiasis renal,1,1,1,Z87442,Z,False,False,False
Historia de Maltractament,1,1,1,Z91419,Z,False,False,False
Historia de Mastectomía bilateral,1,1,1,Z9013,Z,False,False,False
Historia de Meniscectomia,1,1,1,Z8739,Z,False,False,False
Historia de Meniscectomía,1,1,1,Z8739,Z,False,False,False
Historia de Neo de mama,1,1,1,Z853,Z,False,False,False
Historia de Neoplasia de mama,1,1,1,Z853,Z,False,False,False
Historia de Neoplasia maligna de colon,1,1,1,Z85038,Z,False,False,False
Historia de Neumonía,1,1,1,Z8701,Z,False,False,False
Historia de Politrauma,1,1,1,Z87828,Z,False,False,False
Historia de Qt,1,1,1,Z9221,Z,False,False,False
Historia de Qtto,1,1,1,Z9221,Z,False,False,False
Historia de Quemadura,1,1,1,Z87828,Z,False,False,False
Historia de Quimioterapia,1,1,1,Z9221,Z,False,False,False
Historia de RADIOTERAPIA,1,1,1,Z923,Z,False,False,False
Historia de Radioterapia,1,1,1,Z923,Z,False,False,False
Historia de Rtto,1,1,1,Z923,Z,False,False,False
Historia de SARS CoV 2,1,1,1,Z8616,Z,False,False,False
Historia de SARS cov2,1,1,1,Z8616,Z,False,False,False
Historia de SARS-COV-2,1,1,1,Z8616,Z,False,False,False
Historia de SARS-COV2,1,1,1,Z8616,Z,False,False,False
Historia de SARS-CoV-2,1,1,1,Z8616,Z,False,False,False
Historia de SARS-Cov-2 (,1,1,1,Z8616,Z,False,False,False
Historia de SARSCOV2,1,1,1,Z8616,Z,False,False,False
Historia de Stent,1,1,1,Z955,Z,False,False,False
Historia de TAQUICARDIA,1,1,1,Z8679,Z,False,False,False
Historia de TBC,1,1,1,Z8611,Z,False,False,False
Historia de TEP,1,1,1,Z86711,Z,False,False,False
Historia de TROMBOSIS,1,1,1,Z86718,Z,False,False,False
Historia de TVP,1,1,1,Z86718,Z,False,False,False
Historia de Tabaquismo,1,1,1,Z87891,Z,False,False,False
Historia de Tiroidectomia,1,1,1,Z8639,Z,False,False,False
Historia de Tiroidectomía,1,1,1,Z8639,Z,False,False,False
Historia de Tromboflebitis,1,1,1,Z8672,Z,False,False,False
Historia de Tuberculosis,1,1,1,Z8611,Z,False,False,False
Historia de Tuberculosis pulmonar,1,1,1,Z8611,Z,False,False,False
Historia de Ulcus sangrante,1,1,1,Z8711,Z,False,False,False
Historia de acv,1,1,1,Z8673,Z,False,False,False
Historia de cancer de mama,1,1,1,Z853,Z,False,False,False
Historia de carcinoma de mama,1,1,1,Z853,Z,False,False,False
Historia de cáncer de mama izquierda,1,1,1,Z853,Z,False,False,False
Historia de cáncer de recto,1,1,1,Z85048,Z,False,False,False
Historia de cáncer de vejiga,1,1,1,Z8551,Z,False,False,False
Historia de cólicos renales,1,1,1,Z87442,Z,False,False,False
Historia de fractura,1,1,1,Z8781,Z,False,False,False
Historia de frctura,1,1,1,Z8781,Z,False,False,False
Historia de fumadora,1,1,1,Z87891,Z,False,False,False
Historia de fx,1,1,1,Z8781,Z,False,False,False
Historia de hemoptisis,1,1,1,Z8709,Z,False,False,False
Historia de linfoma,1,1,1,Z8572,Z,False,False,False
Historia de litiasis renal,1,1,1,Z87442,Z,False,False,False
Historia de meningioma,1,1,1,Z86011,Z,False,False,False
Historia de meningitis,1,1,1,Z8661,Z,False,False,False
Historia de neo de mama,1,1,1,Z853,Z,False,False,False
Historia de neoplasia de mama,1,1,1,Z853,Z,False,False,False
Historia de neumonías,1,1,1,Z8701,Z,False,False,False
Historia de quemaduras,1,1,1,Z87828,Z,False,False,False
Historia de quimioterapia,1,1,1,Z9221,Z,False,False,False
Historia de resección intestinal +,1,1,1,Z9049,Z,False,False,False
Historia de teratoma,1,1,1,Z86018,Z,False,False,False
Historia de tifus,1,1,1,Z8619,Z,False,False,False
Historia de trombosis,1,1,1,Z86718,Z,False,False,False
Historia de tuberculosa,1,1,1,Z8611,Z,False,False,False
Historia de tuberculosis,1,1,1,Z8611,Z,False,False,False
Historia de tuberculosis pulmonar,1,1,1,Z8611,Z,False,False,False
Historia de tumor de Wilms,1,1,1,Z85528,Z,False,False,False
