dataset,Literal_required_clean,token_len
train,FRACTURA PERTROCANTEREA CADERA IZQUIERDA,13
train,Queilitis xerótica,8
train,canalización de vía periférica,6
train,radiografia de tórax,5
train,Sangrado postoperatorio,4
train,cateterismo,3
train,Obesidad anteparto,5
train,drenaje Mama izquierda,5
train,cefalohematoma rn,8
train,von willebrand parto,7
train,biopsia PERITONEAL lap,9
train,Estreñimiento cronico,5
train,RPBF,5
train,HISTERECTOMÍA TOTAL,7
train,Historia de tifus,6
train,41 .3 semanas,6
train,fibrinogeno,4
train,cistoadenofibroma seroso,8
train,HPV part,4
train,dental,3
train,659.61,6
train,HTA irc,5
train,elongación cervical,4
train,absceso tuboovarico,7
train,Psoriasis part,4
train,Carcinoma ductal infiltrante de mama izquierda,8
train,insuficienciarespiratoria aguda,8
train,FGEG,4
train,PART,3
train,Ex enolismo,5
train,"HERNIA UMBILICAL,",9
train,MASTECTOMÍA subcutanea BILATERAL,10
train,Síndrome de intestino irritable,6
train,hipóxico cerebral,5
train,Gastroparesia,4
train,SÍNDROME DEPRESIVO,6
train,cistectomía radical laparoscopica,8
train,P.mirabilis,6
train,biopsias peritoneales lap,7
train,40.3,5
train,Dolor abdominal,4
train,INSUFICIÈNCIA VENOSA (PERIFÈRICA,15
train,trombopenia,3
train,Sindrome ansioso-depresivo,6
train,246.9,5
train,NEOPLASIA MALIGNA BILATERAL DE OVARIOS,13
train,Hipotirodismo parto,6
train,Vulvectomía radical,6
train,plastia anterior,5
train,COLECISTECTOMIA ABIERTA,12
train,FÍSTULA RECTOVAGINAL,11
train,hipercalcemia,3
train,necrosis avascular de cadera izquierda,8
train,antibióticos,3
train,Ex-bebedor,6
train,LITIASIS RENAL IZQUIERDA,8
train,Hipertensió arterial irc,7
train,urocultivos,4
train,Anti-d,5
train,pico febril,4
train,dinámica uterina sin modificaciones,6
train,reflujo gastoesofagico,7
train,Portador de gastrostomía,5
train,quimioterápico,3
train,sufrimiento fetal parto,5
train,41+2 sg,7
train,2 CCHH,6
train,hernia inguinal derecha,5
train,Radiografía abdominal,4
train,adenoma,3
train,Carcinosarcoma,5
train,Hiper-PTH secundaria,6
train,Anemia postparto,4
train,Hernia inguinal bilateral,5
train,Reflux gastro esofàgic,8
train,Trastorno esquizoafectivo,6
train,Von Willebrand parto,6
train,Al·lèrgia a l'ou,10
train,bronquiolitis aguda VRS,5
train,mastectomia dreta,5
train,metrorragia postmenopáusica,5
train,: ex-Fumadora,8
train,útero septo parto,5
train,infeccion herida qx,6
train,mujer,3
train,artosis hombro izq,6
train,Insuficiència mitral reumàtica,8
train,Ptosis bilateral,5
train,accident,4
train,Linfadenectomia,5
train,REFLUJO VESICOURETERAL BILATERAL,11
train,dg,4
train,anemia parto,4
train,prótesis cadera izquierda,5
train,Bronquiolitis aguda no especificada,7
train,Mastectomia bilateral,5
train,41,3
train,Desgarro perineal Iº..,9
train,trombofilia part,4
train,Masa suprarrenal izquierda,5
train,hemoglobinopatia parto,6
train,Cetoacidosis diabética,6
train,Hiperprolactinemia part,7
train,microprolactinoma,6
train,Talasemia minor,5
train,Leiomiomas uterinos,7
train,Madre cáncer de mama,6
train,DM2,4
train,Cervicitis cronica,6
train,Trombocitopenia parto,5
train,alteración de la función renal,7
train,Pesario,4
train,adenocarcinoma endometrioide,5
train,Fumadora part,4
train,Rx Tórax y abdomen,6
train,histerectomía total,4
train,Transtorno depresivo,5
train,Utero miomatoso parto,7
train,Cordón Corto,6
train,PELVIS CONGELADA,8
train,útero septo part,5
train,PTC izquierda,5
train,cesrea,4
train,ansiosodepresiva,5
train,recambio de JJ derecho,6
train,40 +1semanas,7
train,miomectomia histeroscópica,7
train,Mc Bride,5
train,fistula piel,4
train,RIESGO PERDIDA BIENESTAR fetal,10
train,IC de predominio derecho,6
train,Legrado obstetrico evacuador,8
train,SALPINGECTOMIA BILATERAL,8
train,Atonía uterina,5
train,seroma cesarea,6
train,Transfusión de plaquetas,5
train,consanguinitat,5
train,PP,3
train,Urticària crónica part,7
train,Litiasis renal part,5
train,alergia al NOLOTIL,7
train,Trastorno depresivo-adaptativo,7
train,sobreinfecciónrespiratoria,5
train,Neoplasia supraglotis,6
train,HID recidivada,5
train,Biopsia selectiva ganglio centinela,6
train,fumadora parto,4
train,Poliartralgias,5
train,Neuropatía sensitivo-motora,7
train,Sd febril,4
train,Fumadora 1t,5
train,EMBOLIZACION arterias uterinas,7
train,Miopia,4
train,R45.4,6
train,R56.9,6
train,Laringotraquebronquitis,7
train,soplo cardiaco,4
train,ca vesical,4
train,esclerosis múltiple part,5
train,protesis de mamas,5
train,DL,3
train,obesidad mórbida,4
train,colesteatoma,5
train,carcinoma de mama derecha,6
train,Diabetes gestacional insulinodependiente,6
train,Adenoma pleomorfo de parótida derecha,10
train,Déficit Proteína S part,6
train,Mioma uteri,6
train,Endometriosi cervix,8
train,GS: AB+,6
train,Migrañas part,5
train,Anti d,4
train,hierro endovenoso,4
train,esclerosis múltiple part,5
train,hemorragia pp,4
train,CARCINOMA UROTELIAL VESICAL,11
train,cistectomía radical LAP,7
train,IRC 4,4
train,Rx abdomen,4
train,39.6 semanas,6
train,dobutamina,3
train,Grupo sanguíneo O Rh positivo,7
train,Anemia ferropenica part,7
train,HTA parto,4
train,anemia ferropenica,6
train,Sutura desgarro I,5
train,fractura supracondílea de húmero derecho,10
train,histerectomia abdomial radical,8
train,TUMORECTOMÍA MAMARIA BILATERAL,9
train,prostatectomía radical laparoscópica,5
train,ALERGIAS: Penicilina,7
train,re negativo,4
train,broncoaspiracion,5
train,CATÉTER DOBLE J BILATERAL,10
train,: 40 + 3 SG,8
train,Pólipo fosa nasal,6
train,adenitis,4
train,Mioma,4
train,caida casual en su domicilio,7
train,Fumadora 3t,5
train,adherencias part,4
train,HTA ERC grado 5,6
train,Ecocardiografia nen,6
train,TA elevadas,4
train,Laceraciones de I grado,8
train,Alergia al polvo,5
train,estado anastomosis,4
train,Apendicectomía abierta,5
train,desgarros de I grado,6
train,estrabismo,3
train,Hernia Discal parto,6
train,síndrome depresivo part,5
train,Crohn,3
train,B POS,4
train,ITU 3t,5
train,Derrame pleural bilateral,5
train,36 sem,4
train,gastritis,3
train,ADENOAMIGDALECTOMÍA,9
train,Alergia a amoxicilina,5
train,Hipotiroidisme part,7
train,recambio de catéter ureteral,6
train,hernia inguinal izquierda recidivada,7
train,Fórceps episio,6
train,ANEXECTOMÏA BILATERAL,9
train,Amenorrea: 40 +,8
train,intratecal,3
train,síndrome confusional,4
train,levofloxacino,3
train,: O NEGATIVO,6
train,Enfermerdad diverticular,7
train,liquido meconial,6
train,escoliosis dorso-lumbar,7
train,Analgesicos,5
train,Miomas,4
train,fallot corregido,5
train,Historia de TAQUICARDIA,8
train,rn,4
train,Bufeta hiperactiva,6
train,Tuberculosis pulmonar h,5
train,Metrorragia postmenopáusica,6
train,Enterobacter cloacae,7
train,desgarro grado 2,5
train,Grupo B Rh positivo,6
train,"GsRH: O +,",8
train,obesitat part,6
train,Nódulo tiroideo,4
train,IOT,3
train,Ca mama bilateral,5
train,diveticulosis,6
train,Varices,4
train,Dislpemia,5
train,H66.001,6
train,accident,4
train,nefrostomía,3
train,itu 3t,6
train,Poliquistosis renal,5
train,Legrado por aspiración,6
train,dacriocistocele,8
train,Deterioro cognitivo,4
train,obesidad parto,4
train,Prótesis de cadera derecha,6
train,Radioterapia,3
train,Fumador 2t,5
train,GS AB +,5
train,gonartrosis dcha,5
train,HISTERECTOMÍA TOTAL LAPAROSCÓPICA,14
train,vhc parto,6
train,Ooforectomía,6
train,Fiebre,3
train,enf madre rn,6
train,Herpes Genital parto,6
train,Escoliosis parto,5
train,nalgas gemelo,4
train,PART,3
train,Intolerancia a la Lactosa,7
train,Cirrosis hepática por VHC,6
train,obesidad parto,4
train,Disfagia orofaríngea,6
train,hidratación intravenosa,4
train,ansiedad part,4
train,icc,4
train,hernia epigástrica,4
train,Mastectomía bilateral,5
train,Cannabis parto,4
train,Vòmits no especificats,9
train,antidiabéticos orales,4
train,hipernatrémia rn,8
train,itu part,5
train,Histerectomia abdominal total lap,9
train,episodio paroxístico,5
train,serumteràpia,4
train,laceración periuretral,6
train,BAG de implantes peritoneales,8
train,mastitis puerperal,4
train,hipertrigliceridemia parto,4
train,E.M,5
train,Taquicardias ventriculares,7
train,cardiopatía isquémica,4
train,desgarro labio,4
train,hipercolesterolemia,3
train,Rx pelvis,4
train,microstomia,4
train,leiomioma subseroso,8
train,Dolor pélvico crónico,5
train,eco pulmonar,4
train,GSRH: O negativo,7
train,Hipercolesterolemia leve,4
train,GSRH: O +,7
train,CESÁREA,5
train,Síndrome MEN 2A,6
train,Anexectomia,5
train,APp,4
train,Deformidad pie izquierdo,6
train,anemia normocítica hipocroma,8
train,SSF,3
train,Dolor torácico,4
train,Hipotirodismo part,6
train,POLIPO DEL CUERPO UTERINO,9
train,HD,3
train,Aneurisma aorta abdominal,5
train,I27.83,6
train,COLGAJO piel cuero cabelludo,8
train,Historia de Litiasis renal,6
train,Rx de Abdomen,5
train,z906,5
train,aumento de PSA,5
train,Viriasi,5
train,sesiones de hemodiálisis,5
train,Alergia al huevo,5
train,Hirsutismo,5
train,DIABETES,3
train,trombo vena poplítea izquierda,6
train,K56.690,7
train,Grupo sanguíneo: A+.,7
train,Cataracta OI,5
train,Hernia incisional,5
train,linfadenectomía axilar derecha,5
train,EAo,4
train,peg,3
train,extraccion manual placenta,6
train,Enfermedad de Berger,6
train,Ansietat,5
train,hallux valgus 1,7
train,escoliosis,3
train,amniorrexis artifical,9
train,Ferroterapia,4
train,Depresión parto,4
train,adhesiolisis intestinal,6
train,colocación de port-a-cath,10
train,fractura subtrocantérica de fémur derecho,10
train,doble ANEXECTOMÍA,7
train,Bronquitis aguda Rhinovirus,7
train,anexectomia izquierda,5
train,CERCLAJE CERVICAL,7
train,RUBEOLA NO INMUNE,9
train,ALERGIA Gramíneas,6
train,nebulitzacions,5
train,cesareas anteriores,5
train,Estafilococo,5
train,ALERGIA A CONTRASTES YODADOS,10
train,neumotórax traumatico,5
train,EPOC tipo enfisema,5
train,TIT,3
train,enemas,3
train,osea,3
train,ALERGIA A METALES,6
train,klebsiella oxytoca,8
train,resección pulmonar,4
train,campo futbol,4
train,Epilepsia,3
train,Eco-transfontanelar,8
train,taquicardia paroxística,4
train,Leiomioma,6
train,Alergia PENICILINA,5
train,neoplasia de lengua,5
train,O : NEGATIVO,6
train,Apnea del son no especificada,8
train,Convulsions febrils,7
train,HISTORIA CA MAMA,6
train,SALPINGUECTOMIA bilateral,9
train,RGE part,4
train,617.1,6
train,: Ex fumadora,6
train,Trastorno histriónico de personalidad,8
train,EcoTV,4
train,Grupo sanguíneo: 0 rh positivo,8
train,pti parto,5
train,GEA,3
train,TC ARTERIAS PULMONARES,7
train,piel atópica,4
train,metástasis suprarrenal izquierda,5
train,ABOROTO DIFERIDO,7
train,Trastorno adaptativo parto,5
train,Neuritis optica,6
train,Grupo sanguíneo: o Rh +,8
train,FRACTURA PERTROCANTÉREA DE FÉMUR DERECHO,16
train,DISFUNCIÓN DIASTÓLICA,9
train,Sindrome ansioso,4
train,hemorragia puerperal,4
train,HIPERTROFIA UTERO,7
train,hta,4
train,OBESIDAD MÓRBIDA parto,10
train,SOP,3
train,Ecografía abd,4
train,hiperlipemia part,5
train,Protusión discal Lumbar,7
train,linfadenectomía pélvica,4
train,a positivo,4
train,obseidad anteparto,6
train,hipertensión arterial irc,6
train,TC ABDOMINOPELVICO,9
train,Desgarro 3 grado,6
train,IM,3
train,obesitat mòrbida part,10
train,USE,4
train,dislipemia,3
train,Tumorectomía Mama derecha,6
train,Fibrosis quística pulmonar,5
train,Bronquitis aguda causada pel virus respiratori sincicial,11
train,color: teñido +++,7
train,PET-TAC,5
train,torsión de ovario,5
train,DOBLE ANEXECTOMÍA lap,11
train,anemia renal,4
train,": A, Rh: Negativo",9
train,neumonia,3
train,POLIpo endometrio,5
train,miomectomia,5
train,angiopatía amiloide,5
train,Síndrome Down,4
train,E. Coli,5
train,27+3 semanas,6
train,antibioterapia iv,4
train,resección ileocecal,5
train,GS O RH: posit,8
train,Flegmó amigdala,7
train,espondilosis,5
train,poliposis colónica,4
train,Prostatectomia,5
train,Fumadora parto,4
train,Adenocarcinoma de próstata historia,6
train,Miopia part,5
train,Grupo sanguíneo: O+,7
train,Alergica a: beta lactámicos,9
train,32,3
train,enf parto,4
train,pelado de MER,6
train,amigdalectomia,4
train,alteración del lenguaje,5
train,BSGC INGUINAL BILATERAL,9
train,Hipertrofia benigna de próstata,6
train,Condropatía rotuliana rodilla izquierda,9
train,diálisis,3
train,neoplasia renal derecha,5
train,uñas encarnadas,5
train,Cardiopatía isquémica,4
train,BC-BA,5
train,Chagas part,4
train,antiviricos,4
train,fiebre parto,4
train,Apendicitis,4
train,Hiperplasia simple sin atipia,7
train,aborto diferit,5
train,crisis asmática,4
train,N00.0,6
train,Quimioteràpia,5
train,hemoderivados,3
train,Hipoparatiroidismo parto,5
train,Hèrnia hiatal,7
train,IMC 32,4
train,anemización aguda,4
train,ALERGIAS:Metamizol,8
train,Colon Irritable part,6
train,TUMORECTOMÍA MI,7
train,shock séptico 1,5
train,exfumador,3
train,FAD mamarios bilaterales,6
train,9 semanas,4
train,36+3 semanas,6
train,fibromialgia parto,4
train,Penicilina,4
train,biopsia ileon,5
train,PEG,3
train,Hemangioma hepatico,6
train,hiperparatiroidismo,3
train,38 semanas,4
train,: III plano OIDA,8
train,diabetes part,4
train,HISTERECTOMÍA LAPAROSCOPIA,11
train,Absceso de mama,5
train,16 SEm,5
train,hepatitis B part,5
train,panhipopituitarismo,7
train,Rt,4
train,SARS-CoV2 negativos,7
train,embolizacion arteria uterina,6
train,RCTG patológico,6
train,febriculas,5
train,CISTADENOMA SEROSO,8
train,SUTURA ileon,6
train,Resonancia magnética cerebral,5
train,deshidratación rn,5
train,HTA irc 4 icc,8
train,Alivio expulsivo,6
train,Mioma intramural part,7
train,Sindrome ansioso/depresivo parto,7
train,rinitis alergica,5
train,oma,4
train,trasplante de progenitores hematopoyéticos,6
train,cervicalgia,3
train,LLOC,4
train,Macrosoma parto,6
train,Anticoagulada,4
train,sintrom,3
train,Hipertensión arterial Insuficiencia renal crónica,7
train,Alérgica frutos secos,6
train,hta irc 2,7
train,Historia de fumadora,5
train,doble anexectomía,5
train,Gemelar Bicorial-Biamniótico,12
train,pulsioximetria,6
train,sarna,4
train,Corioamnionitis anteparto,9
train,SIADH,4
train,H25.13,6
train,Desprendimiento prematuro de placenta,8
train,Fibroadenoma mama izquierda,6
train,Migrañas,4
train,Diastasis de rectos,6
train,ENDOMETRIOMA DE OVARIO DERECHO,10
train,íleo paralítico qx,7
train,ENFERMEDAD DE MEMBRANA HIALINA,11
train,Litiasis biliar,4
train,imc 30,5
train,MIOMA,4
train,Gestante de 40+,7
train,Anexectomía bilateral vía laparoscópica,8
train,HIPERTENSIÓ irc,7
train,Amigdalectomia,4
train,Extraccion manual de placenta,8
train,histerectomía total vaginal,5
train,Hipotoroidismo,5
train,Retinopatía hipertensiva leve,6
train,legrado evacuador,6
train,Cesárea anterior,4
train,Preeclampsia lleu,5
train,Estancamiento ponderal,5
train,Asma alérgico,4
train,Histerectomia laparoscopia,6
train,gCP,4
train,MTX GANGLIO PELVICO,9
train,TCE,3
train,Enfermedad de Alzheimer,5
train,traqueostomia,4
train,INCONTINENCIA URINARIA MIXTA,11
train,Pseudomona,4
train,CARCINOMA ADENOIDE QUÍSTICO,10
train,"RE-,",4
train,K.pneumoniae,8
train,28 semanas,4
train,Grupo sanguineo B positivo,7
train,fx,3
train,fracaso renal agudo,5
train,Antiagregado,6
train,Síndrome de apnea obstructiva,6
train,pielonefritis del injerto renal,6
train,mastectomia der,5
train,azitromicina,3
train,vitiligo parto,6
train,bronquiolitis,3
train,podalica,5
train,anemia ferropénica part,5
train,biopsia ciego,4
train,PNA 2t,5
train,Anastomosis colorrectal,6
train,obeso,3
train,Retraso del neurodesarrollo,5
train,Disfàgia,6
train,retraso de crecimineto intrauterino,9
train,absceso hepático,4
train,extraccio manual placenta,6
train,pielonefritis,3
train,exfumadora,4
train,TRASTORNO DEPRESIVO,7
train,K. pneumoniae,5
train,submaxilectomia izquierda,7
train,Hemitiroidectomia parto,7
train,Obesidad 3t,5
train,consumo de alcohol,5
train,esquizofrenia parto,4
train,amoxicilina,3
train,Circulares prietas,6
train,rge,4
train,poliquistosis hepatorrenal,7
train,enema,3
train,Alergia a la penicilina,6
train,anexectomía bilateral laparoscopica,8
train,mtx hepatico,5
train,salbutamol,3
train,colestasis gravídica parto,7
train,Sondaje nasogástrico,6
train,<font><font>Alimentaria intoxicación</font></font>,24
train,lesión cerebral sugestiva de M1,8
train,hemoderivats,6
train,Crisis convulsivas,4
train,metrorragia puerperal,4
train,a.e.,6
train,rotura espontánea de membranas 1,7
train,gammaglobulina anti D,6
train,anti d,4
train,edema glotis,5
train,rectorragias,4
train,DOBLE ANEXECTOMÍA,9
train,Sd Nager,5
train,adenoma hipofisario,5
train,LUMBOARTROSIS,7
train,incontinencia urinaria esfuerzos,5
train,Mastectomia Radical Modificada,8
train,Padres consanguineos,6
train,Hiperlipidemia,4
train,TC craneal,4
train,anti-d,5
train,cirugia bypass,4
train,SARS-CoV-2 negativo,8
train,SGB Positivo,5
train,miopia parto,5
train,Ecografia renovesical,6
train,Abscés de la glàndula de Bartholin,13
train,asma part,4
train,bronquitis crónica,4
train,traumatismo,3
train,SAG: Positivo,6
train,corioamnionitis 2t,9
train,angina,3
train,Insuficiencia respiratoria,4
train,22 sem,4
train,Fractura humero proximal,6
train,agresión,3
train,ca endometrio historia,5
train,Parálisis facial derecha,5
train,Nefrectomía radical derecha,6
train,TBR,4
train,hpp,4
train,gemelar bicorial-biamniotica,10
train,CARCINOMA INFILTRANTE,9
train,TRASTORN DEPRESSIU,8
train,Prolapso genital,6
train,ExFumador,5
train,PART,3
train,macrosoma,4
train,Ecografía ginecológica,4
train,TC CRANEAL,4
train,d'Alzehimer,8
train,Anexectomía bilateral laparoscópica,7
train,neo mama,4
train,Circular,4
train,BMN parto,5
train,grado I,4
train,POLIMIALGIA REUMÁTICA,8
train,771.89,6
train,Ruptura prematura de membranes 1,10
train,DIVERTICULOSIS COLONICA,10
train,Dislipemia parto,4
train,Mola hidatiforme,7
train,APNEA DE LA PREMATURIDAD,11
train,osteomielitis maxilar,4
train,Secuestro pulmonar,5
train,artrodesi lumbar,6
train,candidiasis vaginal 2t,6
train,Desgarro de I grado,7
train,Alergia a colirio,5
train,Historia de Cáncer de vejiga,7
train,Tumoración,4
train,rosácea,3
train,Rinitis alergica parto,7
train,d071,5
train,mastopatia fibroquística,7
train,NEFRECTOMÍA DERECHA,6
train,sgb parto,6
train,III plano OIIP,7
train,caídas frecuentes,4
train,obesidad 3t,5
train,Leucocituria,5
train,FRACTURA DE HUESOS PROPIOS NASALES,11
train,RTU vejiga,4
train,hematies,3
train,SAHS,3
train,aborto habitual,4
train,OBESIDAD part,6
train,otitis externa dreta,5
train,microcefalia,3
train,Hipercolesterolemia parto,4
train,absceso periamigdalino,6
train,ACxFA,5
train,Resección rectal,4
train,endometriosis intestino,4
train,CARCINOMA SEROSO mtx,8
train,historia Tromboflebitis,5
